loan_id,business_id,credit_officer_id,dismissal_description,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd
919943,317823,85891,,Friend,Beauty Fashion,875000.0,998200.0,18,18,18,1,Approved,false,998200.0,998200.0,123200.0
948647,317823,85891,,Friend,Beauty Fashion,962500.0,1097800.0,19,19,19,1,Approved,false,1097800.0,1097800.0,135300.0
975479,317823,85891,,Friend,Beauty Fashion,1056300.0,1204700.0,20,20,20,1,Approved,false,1204700.0,1204700.0,148400.0
597569,428310,395019,,Facebook,Beauty Fashion,260000.0,290900.0,1,1,1,2,Approved,false,290900.0,290900.0,30900.0
625784,428310,395019,,Facebook,Beauty Fashion,284600.0,318500.0,2,2,2,2,Approved,false,318500.0,318500.0,33900.0
656277,428310,395019,,Facebook,Beauty Fashion,313100.0,350400.0,3,3,3,2,Approved,false,350400.0,350400.0,37300.0
687251,428310,395019,,Facebook,Beauty Fashion,344400.0,385400.0,4,4,4,2,Approved,false,385400.0,385400.0,41000.0
716525,428310,395019,,Facebook,Beauty Fashion,200000.0,223800.0,5,5,5,2,Approved,false,223800.0,223800.0,23800.0
728342,428310,395019,,Facebook,Beauty Fashion,395100.0,442100.0,6,6,6,2,Approved,false,442100.0,442100.0,47000.0
757918,428310,395019,,Facebook,Beauty Fashion,430000.0,481200.0,7,7,7,2,Approved,false,481200.0,481200.0,51200.0
788840,428310,395019,,Facebook,Beauty Fashion,478100.0,536000.0,8,8,8,2,Approved,false,536000.0,536000.0,57900.0
821122,428310,395019,,Facebook,Beauty Fashion,525000.0,588600.0,9,9,9,2,Approved,false,588600.0,588600.0,63600.0
853210,428310,395019,,Facebook,Beauty Fashion,578500.0,648500.0,10,10,10,2,Approved,false,648500.0,648500.0,70000.0
885670,428310,395019,,Facebook,Beauty Fashion,636400.0,713400.0,11,11,11,2,Approved,false,713400.0,713400.0,77000.0
905774,428310,395019,,Facebook,Beauty Fashion,691200.0,774800.0,12,12,12,2,Approved,false,774800.0,774800.0,83600.0
934917,428310,137987,,Facebook,Beauty Fashion,760300.0,859800.0,13,13,13,2,Approved,false,859800.0,859800.0,99500.0
961685,428310,137987,,Facebook,Beauty Fashion,775000.0,876400.0,14,14,14,2,Approved,false,876400.0,876400.0,101400.0
492275,372011,279288,,Radio / TV / Newspaper,Autoparts Hardware,700000.0,778000.0,1,1,1,3,Approved,false,778000.0,778000.0,78000.0
525545,372011,279288,,Radio / TV / Newspaper,Autoparts Hardware,766300.0,857200.0,2,2,2,3,Approved,true,655200.0,857200.0,90900.0
557723,372011,279288,,Radio / TV / Newspaper,Autoparts Hardware,842900.0,959800.0,3,3,3,3,Approved,true,85500.0,759800.0,-39800.0
606899,372011,320438,,Radio / TV / Newspaper,Autoparts Hardware,500000.0,590000.0,4,4,4,3,Approved,false,590000.0,590000.0,90000.0
640189,372011,320438,,Radio / TV / Newspaper,Autoparts Hardware,550000.0,649000.0,5,5,5,3,Approved,false,649000.0,649000.0,99000.0
670188,372011,320438,,Radio / TV / Newspaper,Autoparts Hardware,605000.0,689300.0,6,6,6,3,Approved,false,689300.0,689300.0,84300.0
697461,372011,320438,,Radio / TV / Newspaper,Autoparts Hardware,665500.0,751400.0,7,7,7,3,Approved,false,751400.0,751400.0,85900.0
729675,372011,320438,,Radio / TV / Newspaper,Autoparts Hardware,732000.0,826300.0,8,8,8,3,Approved,false,826300.0,826300.0,94300.0
759076,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,805200.0,908900.0,9,9,9,3,Approved,false,908900.0,908900.0,103700.0
791682,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,1000000.0,1130400.0,10,10,10,3,Approved,false,1130400.0,1130400.0,130400.0
825303,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,1100000.0,1243300.0,11,11,11,3,Approved,false,1243300.0,1243300.0,143300.0
857950,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,1210000.0,1367500.0,12,12,12,3,Approved,false,1367500.0,1367500.0,157500.0
889464,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,1331000.0,1504100.0,13,13,13,3,Approved,true,325000.0,1504100.0,173100.0
946108,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,1000000.0,1181200.0,14,14,14,3,Approved,false,1181200.0,1181200.0,181200.0
976731,372011,175606,,Radio / TV / Newspaper,Autoparts Hardware,1100000.0,1265600.0,15,15,15,3,Approved,false,1265600.0,1265600.0,165600.0
670059,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,250000.0,279800.0,1,1,1,2,Approved,false,279800.0,279800.0,29800.0
701524,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,286000.0,320000.0,2,2,2,2,Approved,false,320000.0,320000.0,34000.0
729191,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,433400.0,484900.0,3,3,3,2,Approved,false,484900.0,484900.0,51500.0
758638,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,599100.0,670400.0,4,4,4,2,Approved,false,670400.0,670400.0,71300.0
787827,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,759700.0,851400.0,5,5,5,2,Approved,false,851400.0,851400.0,91700.0
820630,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,837200.0,938100.0,6,6,6,2,Approved,false,938100.0,938100.0,100900.0
852086,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,920900.0,1031700.0,7,7,7,2,Approved,false,1031700.0,1031700.0,110800.0
884378,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,1013000.0,1134800.0,8,8,8,2,Approved,false,1134800.0,1134800.0,121800.0
909703,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,1114300.0,1248200.0,9,9,9,2,Approved,false,1248200.0,1248200.0,133900.0
939159,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,1225700.0,1372700.0,10,10,10,2,Approved,false,1372700.0,1372700.0,147000.0
965622,473400,131450,,Radio / TV / Newspaper,Beauty Fashion,1348300.0,1509900.0,11,11,11,2,Approved,false,1509900.0,1509900.0,161600.0
152169,142684,24846,,Friend,Food Staple Goods,300000.0,331700.0,1,1,1,1,Approved,false,331700.0,331700.0,31700.0
165394,142684,24846,,Friend,Food Staple Goods,326300.0,362600.0,2,2,2,1,Approved,false,362600.0,362600.0,36300.0
192251,142684,24846,,Friend,Food Staple Goods,358100.0,398000.0,3,3,3,1,Approved,false,398000.0,398000.0,39900.0
225787,142684,24846,,Friend,Food Staple Goods,393900.0,437800.0,4,4,4,1,Approved,false,437800.0,437800.0,43900.0
270539,142684,279289,,Friend,Food Staple Goods,433300.0,481500.0,5,5,5,1,Approved,false,481500.0,481500.0,48200.0
308817,142684,279289,,Friend,Food Staple Goods,476600.0,529700.0,6,6,6,1,Approved,false,529700.0,529700.0,53100.0
340670,142684,279289,,Friend,Food Staple Goods,524300.0,582700.0,7,7,7,1,Approved,false,582700.0,582700.0,58400.0
370403,142684,279289,,Friend,Food Staple Goods,576700.0,641000.0,8,8,8,1,Approved,false,641000.0,641000.0,64300.0
402460,142684,279289,,Friend,Food Staple Goods,634400.0,705000.0,9,9,9,1,Approved,false,705000.0,705000.0,70600.0
436704,142684,279289,,Friend,Food Staple Goods,697800.0,775500.0,10,10,10,1,Approved,false,775500.0,775500.0,77700.0
473055,142684,279289,,Friend,Food Staple Goods,767600.0,853100.0,11,11,11,1,Approved,false,853100.0,853100.0,85500.0
507220,142684,279289,,Friend,Food Staple Goods,783000.0,870200.0,12,12,12,1,Approved,false,870200.0,870200.0,87200.0
537721,142684,279289,,Friend,Food Staple Goods,798700.0,893500.0,13,13,13,1,Approved,false,893500.0,893500.0,94800.0
565730,142684,306028,,Friend,Food Staple Goods,814700.0,911300.0,14,14,14,1,Approved,false,911300.0,911300.0,96600.0
591010,142684,306028,,Friend,Food Staple Goods,830600.0,929100.0,15,15,15,1,Approved,false,929100.0,929100.0,98500.0
624739,142684,306028,,Friend,Food Staple Goods,847200.0,947600.0,16,16,16,1,Approved,false,947600.0,947600.0,100400.0
653874,142684,279289,,Friend,Food Staple Goods,864100.0,966400.0,17,17,17,1,Approved,false,966400.0,966400.0,102300.0
680917,142684,279289,,Friend,Food Staple Goods,800000.0,894900.0,18,18,18,1,Approved,false,894900.0,894900.0,94900.0
707593,142684,279289,,Friend,Food Staple Goods,850000.0,950700.0,19,19,19,1,Approved,false,950700.0,950700.0,100700.0
738194,142684,279289,,Friend,Food Staple Goods,850000.0,950700.0,20,20,20,1,Approved,false,950700.0,950700.0,100700.0
768116,142684,279289,,Friend,Food Staple Goods,950000.0,1064300.0,21,21,21,1,Approved,false,1064300.0,1064300.0,114300.0
797774,142684,279289,,Friend,Food Staple Goods,1079000.0,1208700.0,22,22,22,1,Approved,false,1208700.0,1208700.0,129700.0
829740,142684,279289,,Friend,Food Staple Goods,1111400.0,1244900.0,23,23,23,1,Approved,false,1244900.0,1244900.0,133500.0
862771,142684,279289,,Friend,Food Staple Goods,1144700.0,1282200.0,24,24,24,1,Approved,false,1282200.0,1282200.0,137500.0
892431,142684,279289,,Friend,Food Staple Goods,1179000.0,1320600.0,25,25,25,1,Approved,false,1320600.0,1320600.0,141600.0
919706,142684,279289,,Friend,Food Staple Goods,1296900.0,1452400.0,26,26,26,1,Approved,false,1452400.0,1452400.0,155500.0
950108,142684,279289,,Friend,Food Staple Goods,1426600.0,1597500.0,27,27,27,1,Approved,false,1597500.0,1597500.0,170900.0
979672,142684,279289,,Friend,Food Staple Goods,1569300.0,1757200.0,28,28,28,1,Approved,false,1757200.0,1757200.0,187900.0
886648,622661,279289,,Friend,Food Staple Goods,300000.0,345500.0,1,1,1,2,Approved,false,345500.0,345500.0,45500.0
906907,622661,279289,,Friend,Food Staple Goods,324900.0,374100.0,2,2,2,2,Approved,false,374100.0,374100.0,49200.0
931644,622661,279289,,Friend,Food Staple Goods,355700.0,409600.0,3,3,3,2,Approved,false,409600.0,409600.0,53900.0
960389,622661,279289,,Friend,Food Staple Goods,391300.0,450600.0,4,4,4,2,Approved,true,0,450600.0,59300.0
504981,379409,,Expired,Friend,Mobile Money Airtime,260000.0,,1,1,,10,Expired,false,,,
516242,379409,137994,,Friend,Mobile Money Airtime,260000.0,289000.0,2,1,1,10,Approved,false,289000.0,289000.0,29000.0
547919,379409,137994,,Friend,Mobile Money Airtime,286000.0,320000.0,3,2,2,10,Approved,false,320000.0,320000.0,34000.0
576091,379409,137994,,Friend,Mobile Money Airtime,314600.0,352100.0,4,3,3,10,Approved,false,352100.0,352100.0,37500.0
608145,379409,137994,,Friend,Mobile Money Airtime,346100.0,387300.0,5,4,4,10,Approved,false,387300.0,387300.0,41200.0
643183,379409,137994,,Friend,Mobile Money Airtime,380700.0,,6,5,,10,Declined,false,,,
651140,379409,137994,,Friend,Mobile Money Airtime,380700.0,,7,5,,10,Declined,false,,,
663447,379409,137994,,Friend,Mobile Money Airtime,380700.0,426000.0,8,5,5,10,Approved,false,426000.0,426000.0,45300.0
692894,379409,137994,,Friend,Mobile Money Airtime,418800.0,468700.0,9,6,6,10,Approved,false,468700.0,468700.0,49900.0
721994,379409,137994,,Friend,Mobile Money Airtime,460700.0,515600.0,10,7,7,10,Approved,false,515600.0,515600.0,54900.0
754213,379409,60425,,Friend,Mobile Money Airtime,506800.0,567100.0,11,8,8,10,Approved,false,567100.0,567100.0,60300.0
786208,379409,60425,,Friend,Mobile Money Airtime,557500.0,625000.0,12,9,9,10,Approved,false,625000.0,625000.0,67500.0
819593,379409,60425,,Friend,Mobile Money Airtime,613200.0,687400.0,13,10,10,10,Approved,false,687400.0,687400.0,74200.0
853022,379409,60425,,Friend,Mobile Money Airtime,674500.0,756100.0,14,11,11,10,Approved,false,756100.0,756100.0,81600.0
890708,379409,60425,,Friend,Mobile Money Airtime,742000.0,831600.0,15,12,12,10,Approved,false,831600.0,831600.0,89600.0
915212,379409,60425,,Friend,Mobile Money Airtime,816200.0,914700.0,16,13,13,10,Approved,false,914700.0,914700.0,98500.0
944828,379409,60425,,Friend,Mobile Money Airtime,897800.0,1024100.0,17,14,14,10,Approved,false,1024100.0,1024100.0,126300.0
970631,379409,60425,,Friend,Mobile Money Airtime,982800.0,1121000.0,18,15,15,10,Approved,false,1121000.0,1121000.0,138200.0
642898,456514,137991,,Friend,Beauty Fashion,300000.0,344800.0,1,1,1,7,Approved,false,344800.0,344800.0,44800.0
828365,456514,137991,,Friend,Beauty Fashion,330000.0,380000.0,2,2,2,7,Approved,false,380000.0,380000.0,50000.0
860620,456514,137991,,Friend,Beauty Fashion,363000.0,418000.0,3,3,3,7,Approved,false,418000.0,418000.0,55000.0
902444,456514,137991,,Friend,Beauty Fashion,399300.0,459800.0,4,4,4,7,Approved,false,459800.0,459800.0,60500.0
930217,456514,137991,,Friend,Beauty Fashion,439200.0,505800.0,5,5,5,7,Approved,false,505800.0,505800.0,66600.0
960137,456514,137991,,Friend,Beauty Fashion,483100.0,546500.0,6,6,6,7,Approved,false,546500.0,546500.0,63400.0
948899,667683,131449,,Friend,Food Staple Goods,450000.0,518200.0,1,1,1,,Approved,false,518200.0,518200.0,68200.0
962143,667683,131449,,Friend,Food Staple Goods,513800.0,581200.0,2,2,2,,Approved,false,581200.0,581200.0,67400.0
948899,667683,131449,,Friend,Food Staple Goods,450000.0,518200.0,1,1,1,,Approved,false,518200.0,518200.0,68200.0
962143,667683,131449,,Friend,Food Staple Goods,513800.0,581200.0,2,2,2,,Approved,false,581200.0,581200.0,67400.0
991640,667683,131449,,Friend,Food Staple Goods,814100.0,920600.0,3,3,3,,Approved,false,920600.0,920600.0,106500.0
544895,401698,137993,Client thought that loan amount was too small,Radio / TV / Newspaper,Beauty Fashion,250000.0,,1,1,,0,Cancelled,false,,,
711109,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,260000.0,298900.0,2,1,1,0,Approved,false,298900.0,298900.0,38900.0
739162,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,283900.0,317700.0,3,2,2,0,Approved,false,317700.0,317700.0,33800.0
768076,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,312300.0,350200.0,4,3,3,0,Approved,false,350200.0,350200.0,37900.0
795976,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,342700.0,384200.0,5,4,4,0,Approved,false,384200.0,384200.0,41500.0
822781,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,373200.0,418400.0,6,5,5,0,Approved,false,418400.0,418400.0,45200.0
856118,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,410500.0,460200.0,7,6,6,0,Approved,false,460200.0,460200.0,49700.0
880291,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,444600.0,498400.0,8,7,7,0,Approved,false,498400.0,498400.0,53800.0
905818,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,600000.0,672600.0,9,8,8,0,Approved,false,672600.0,672600.0,72600.0
934835,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,660000.0,746500.0,10,9,9,0,Approved,false,746500.0,746500.0,86500.0
965762,401698,260476,,Radio / TV / Newspaper,Beauty Fashion,726000.0,821100.0,11,10,10,0,Approved,false,821100.0,821100.0,95100.0
441095,337998,320437,,Friend,Beauty Fashion,150000.0,171300.0,1,1,1,1,Approved,false,171300.0,171300.0,21300.0
477747,337998,320437,,Friend,Beauty Fashion,165000.0,185100.0,2,2,2,1,Approved,false,185100.0,185100.0,20100.0
510792,337998,320437,,Friend,Beauty Fashion,181500.0,201800.0,3,3,3,1,Approved,false,201800.0,201800.0,20300.0
540787,337998,320437,,Friend,Beauty Fashion,199600.0,223400.0,4,4,4,1,Approved,false,223400.0,223400.0,23800.0
565640,337998,320437,,Friend,Beauty Fashion,215000.0,240600.0,5,5,5,1,Approved,false,240600.0,240600.0,25600.0
586529,337998,320437,,Friend,Beauty Fashion,236000.0,264100.0,6,6,6,1,Approved,false,264100.0,264100.0,28100.0
613728,337998,320437,,Friend,Beauty Fashion,257700.0,288400.0,7,7,7,1,Approved,false,288400.0,288400.0,30700.0
636024,337998,320437,,Friend,Beauty Fashion,278300.0,311400.0,8,8,8,1,Approved,false,311400.0,311400.0,33100.0
658614,337998,320437,,Friend,Beauty Fashion,301400.0,337200.0,9,9,9,1,Approved,false,337200.0,337200.0,35800.0
684395,337998,395021,,Friend,Beauty Fashion,328200.0,367200.0,10,10,10,1,Approved,false,367200.0,367200.0,39000.0
701797,337998,395021,,Friend,Beauty Fashion,325000.0,363700.0,11,11,11,1,Approved,false,363700.0,363700.0,38700.0
721242,337998,395021,,Friend,Beauty Fashion,330000.0,369300.0,12,12,12,1,Approved,false,369300.0,369300.0,39300.0
751755,337998,395021,,Friend,Beauty Fashion,400000.0,447600.0,13,13,13,1,Approved,false,447600.0,447600.0,47600.0
770873,337998,395021,,Friend,Beauty Fashion,400000.0,448400.0,14,14,14,1,Approved,false,448400.0,448400.0,48400.0
791689,337998,395021,,Friend,Beauty Fashion,410000.0,459600.0,15,15,15,1,Approved,false,459600.0,459600.0,49600.0
810185,337998,395021,,Friend,Beauty Fashion,510600.0,572400.0,16,16,16,1,Approved,false,572400.0,572400.0,61800.0
836948,337998,395021,,Friend,Beauty Fashion,520000.0,582900.0,17,17,17,1,Approved,false,582900.0,582900.0,62900.0
869384,337998,395021,,Friend,Beauty Fashion,611700.0,685800.0,18,18,18,1,Approved,false,685800.0,685800.0,74100.0
896495,337998,395021,,Friend,Beauty Fashion,672900.0,754300.0,19,19,19,1,Approved,false,754300.0,754300.0,81400.0
923506,337998,395021,,Friend,Beauty Fashion,740200.0,829600.0,20,20,20,1,Approved,false,829600.0,829600.0,89400.0
951884,337998,395021,,Friend,Beauty Fashion,814200.0,912300.0,21,21,21,1,Approved,false,912300.0,912300.0,98100.0
980257,337998,395021,,Friend,Beauty Fashion,895600.0,1003500.0,22,22,22,1,Approved,false,1003500.0,1003500.0,107900.0
421462,324071,137994,,Numida staff,Phones Electronics,853800.0,974800.0,1,1,1,2,Approved,false,974800.0,974800.0,121000.0
457429,324071,137994,,Numida staff,Phones Electronics,939200.0,1072300.0,2,2,2,2,Approved,false,1072300.0,1072300.0,133100.0
491653,324071,137994,,Numida staff,Phones Electronics,1033100.0,1179500.0,3,3,3,2,Approved,false,1179500.0,1179500.0,146400.0
516819,324071,137994,,Numida staff,Phones Electronics,1128100.0,1276600.0,4,4,4,2,Approved,false,1276600.0,1276600.0,148500.0
547558,324071,137994,,Numida staff,Phones Electronics,1240900.0,1412400.0,5,5,5,2,Approved,false,1412400.0,1412400.0,171500.0
577009,324071,137994,,Numida staff,Phones Electronics,1302900.0,1482900.0,6,6,6,2,Approved,false,1482900.0,1482900.0,180000.0
607912,324071,137994,,Numida staff,Phones Electronics,1368000.0,1557000.0,7,7,7,2,Approved,false,1557000.0,1557000.0,189000.0
640250,324071,137994,,Numida staff,Phones Electronics,1436400.0,1634800.0,8,8,8,2,Approved,false,1634800.0,1634800.0,198400.0
671877,324071,137994,,Numida staff,Phones Electronics,1580000.0,1798000.0,9,9,9,2,Approved,true,0,1798000.0,218000.0
714254,324071,137994,,Numida staff,Phones Electronics,1436400.0,1693000.0,10,10,10,2,Approved,false,1693000.0,1693000.0,256600.0
741919,324071,137994,,Numida staff,Phones Electronics,1922600.0,2187600.0,11,11,11,2,Approved,false,2187600.0,2187600.0,265000.0
773412,324071,395021,,Numida staff,Phones Electronics,2114900.0,2410500.0,12,12,12,2,Approved,false,2410500.0,2410500.0,295600.0
805557,324071,395021,,Numida staff,Phones Electronics,2220600.0,2530900.0,13,13,13,2,Approved,false,2530900.0,2530900.0,310300.0
838416,324071,395021,,Numida staff,Phones Electronics,2442700.0,2783900.0,14,14,14,2,Approved,false,2783900.0,2783900.0,341200.0
872040,324071,395021,,Numida staff,Phones Electronics,2687000.0,3007700.0,15,15,15,2,Approved,false,3007700.0,3007700.0,320700.0
899832,324071,395021,,Numida staff,Phones Electronics,2821400.0,3158000.0,16,16,16,2,Approved,false,3158000.0,3158000.0,336600.0
930433,324071,395021,,Numida staff,Phones Electronics,2962500.0,3315900.0,17,17,17,2,Approved,false,3315900.0,3315900.0,353400.0
952324,324071,395021,,Numida staff,Phones Electronics,3085500.0,3453500.0,18,18,18,2,Approved,false,3453500.0,3453500.0,368000.0
974061,324071,395021,,Numida staff,Phones Electronics,3213600.0,3596800.0,19,19,19,2,Approved,false,3596800.0,3596800.0,383200.0
936558,657787,201653,,Radio / TV / Newspaper,Mobile Money Airtime,312000.0,,1,1,,,Expired,false,,,
944869,657787,108016,,Radio / TV / Newspaper,Mobile Money Airtime,312000.0,349700.0,2,1,1,,Approved,false,349700.0,349700.0,37700.0
974430,657787,108016,,Radio / TV / Newspaper,Mobile Money Airtime,343200.0,384700.0,3,2,2,,Approved,false,384700.0,384700.0,41500.0
155986,145330,137985,,Friend,Beauty Fashion,780000.0,890500.0,1,1,1,1,Approved,false,890500.0,890500.0,110500.0
188198,145330,137985,,Friend,Beauty Fashion,1248000.0,1412300.0,2,2,2,1,Approved,false,1412300.0,1412300.0,164300.0
316837,145330,137985,,Friend,Beauty Fashion,1372800.0,1553400.0,3,3,3,1,Approved,false,1553400.0,1553400.0,180600.0
386559,145330,137985,,Friend,Beauty Fashion,1400300.0,1570400.0,4,4,4,1,Approved,false,1570400.0,1570400.0,170100.0
419993,145330,137985,,Friend,Beauty Fashion,1428300.0,1587400.0,5,5,5,1,Approved,false,1587400.0,1587400.0,159100.0
455343,145330,137985,,Friend,Beauty Fashion,1456900.0,1619200.0,6,6,6,1,Approved,false,1619200.0,1619200.0,162300.0
490707,145330,137985,,Friend,Beauty Fashion,1486000.0,1651500.0,7,7,7,1,Approved,false,1651500.0,1651500.0,165500.0
520869,145330,137985,,Friend,Beauty Fashion,1515700.0,1694200.0,8,8,8,1,Approved,false,1694200.0,1694200.0,178500.0
611398,145330,137996,,Friend,Beauty Fashion,1546000.0,1728000.0,9,9,9,1,Approved,false,1728000.0,1728000.0,182000.0
643924,145330,137996,,Friend,Beauty Fashion,1576900.0,1762500.0,10,10,10,1,Approved,false,1762500.0,1762500.0,185600.0
675782,145330,137996,,Friend,Beauty Fashion,1608400.0,1797600.0,11,11,11,1,Approved,false,1797600.0,1797600.0,189200.0
704870,145330,137996,,Friend,Beauty Fashion,1640600.0,1833700.0,12,12,12,1,Approved,false,1833700.0,1833700.0,193100.0
737372,145330,137985,,Friend,Beauty Fashion,1673400.0,1870200.0,13,13,13,1,Approved,false,1870200.0,1870200.0,196800.0
768086,145330,137985,,Friend,Beauty Fashion,1706900.0,1911100.0,14,14,14,1,Approved,false,1911100.0,1911100.0,204200.0
796553,145330,137985,,Friend,Beauty Fashion,2000000.0,2239000.0,15,15,15,1,Approved,false,2239000.0,2239000.0,239000.0
827747,145330,137985,,Friend,Beauty Fashion,2040000.0,2283800.0,16,16,16,1,Approved,false,2283800.0,2283800.0,243800.0
861590,145330,137985,,Friend,Beauty Fashion,2080800.0,2329400.0,17,17,17,1,Approved,false,2329400.0,2329400.0,248600.0
894282,145330,137985,,Friend,Beauty Fashion,2122400.0,2376000.0,18,18,18,1,Approved,false,2376000.0,2376000.0,253600.0
937886,659404,131449,,Sales Team,Food Staple Goods,300000.0,354600.0,1,1,1,,Approved,false,354600.0,354600.0,54600.0
966280,659404,131449,,Sales Team,Food Staple Goods,330000.0,390100.0,2,2,2,,Approved,false,390100.0,390100.0,60100.0
919839,645864,245779,,Sales Team,Autoparts Hardware,1000000.0,1150700.0,1,1,1,,Approved,false,1150700.0,1150700.0,150700.0
930264,645864,245779,,Sales Team,Autoparts Hardware,1300000.0,1455900.0,2,2,2,,Approved,false,1455900.0,1455900.0,155900.0
960545,645864,245779,,Sales Team,Autoparts Hardware,1430000.0,1601400.0,3,3,3,,Approved,false,1601400.0,1601400.0,171400.0
200971,179996,137991,,Friend,Beauty Fashion,260000.0,296800.0,1,1,1,2,Approved,false,296800.0,296800.0,36800.0
238519,179996,137991,,Friend,Beauty Fashion,286000.0,317900.0,2,2,2,2,Approved,false,317900.0,317900.0,31900.0
258269,179996,137991,,Friend,Beauty Fashion,301700.0,335300.0,3,3,3,2,Approved,false,335300.0,335300.0,33600.0
285252,179996,137991,,Friend,Beauty Fashion,380700.0,423100.0,4,4,4,2,Approved,false,423100.0,423100.0,42400.0
301837,179996,137991,,Friend,Beauty Fashion,452400.0,502800.0,5,5,5,2,Approved,false,502800.0,502800.0,50400.0
326903,179996,137991,,Friend,Beauty Fashion,524500.0,582900.0,6,6,6,2,Approved,false,582900.0,582900.0,58400.0
354831,179996,137991,,Friend,Beauty Fashion,577000.0,641300.0,7,7,7,2,Approved,false,641300.0,641300.0,64300.0
381906,179996,137991,,Friend,Beauty Fashion,631700.0,702100.0,8,8,8,2,Approved,false,702100.0,702100.0,70400.0
414653,179996,137991,,Friend,Beauty Fashion,694900.0,772300.0,9,9,9,2,Approved,false,772300.0,772300.0,77400.0
451156,179996,137991,,Friend,Beauty Fashion,764400.0,849500.0,10,10,10,2,Approved,false,849500.0,849500.0,85100.0
479839,179996,137991,,Friend,Beauty Fashion,778500.0,865200.0,11,11,11,2,Approved,false,865200.0,865200.0,86700.0
507132,179996,137996,,Friend,Beauty Fashion,792400.0,880600.0,12,12,12,2,Approved,false,880600.0,880600.0,88200.0
537743,179996,137996,,Friend,Beauty Fashion,808200.0,904000.0,13,13,13,2,Approved,false,904000.0,904000.0,95800.0
563666,179996,137996,,Friend,Beauty Fashion,823500.0,921200.0,14,14,14,2,Approved,false,921200.0,921200.0,97700.0
582827,179996,137991,,Friend,Beauty Fashion,836100.0,935200.0,15,15,15,2,Approved,false,935200.0,935200.0,99100.0
607562,179996,137991,,Friend,Beauty Fashion,851000.0,951800.0,16,16,16,2,Approved,false,951800.0,951800.0,100800.0
635715,179996,137991,,Friend,Beauty Fashion,867600.0,970400.0,17,17,17,2,Approved,false,970400.0,970400.0,102800.0
659597,179996,137991,,Friend,Beauty Fashion,882000.0,986400.0,18,18,18,2,Approved,false,986400.0,986400.0,104400.0
675031,179996,137991,,Friend,Beauty Fashion,891700.0,997300.0,19,19,19,2,Approved,false,997300.0,997300.0,105600.0
698709,179996,137991,,Friend,Beauty Fashion,500000.0,559500.0,20,20,20,2,Approved,false,559500.0,559500.0,59500.0
727226,179996,137991,,Friend,Beauty Fashion,550000.0,615500.0,21,21,21,2,Approved,false,615500.0,615500.0,65500.0
751802,179996,137991,,Friend,Beauty Fashion,599000.0,670300.0,22,22,22,2,Approved,false,670300.0,670300.0,71300.0
791445,179996,137991,,Friend,Beauty Fashion,658900.0,738600.0,23,23,23,2,Approved,false,738600.0,738600.0,79700.0
804891,179996,137991,,Friend,Beauty Fashion,692600.0,776300.0,24,24,24,2,Approved,false,776300.0,776300.0,83700.0
826454,179996,137991,,Friend,Beauty Fashion,745600.0,835700.0,25,25,25,2,Approved,false,835700.0,835700.0,90100.0
841268,179996,137991,,Friend,Beauty Fashion,786600.0,881500.0,26,26,26,2,Approved,false,881500.0,881500.0,94900.0
872648,179996,137991,,Friend,Beauty Fashion,865300.0,969600.0,27,27,27,2,Approved,false,969600.0,969600.0,104300.0
897999,179996,137991,,Friend,Beauty Fashion,951800.0,1066300.0,28,28,28,2,Approved,false,1066300.0,1066300.0,114500.0
919190,179996,137991,,Friend,Beauty Fashion,1030800.0,1154700.0,29,29,29,2,Approved,false,1154700.0,1154700.0,123900.0
937677,179996,137991,,Friend,Beauty Fashion,1106300.0,1239100.0,30,30,30,2,Approved,false,1239100.0,1239100.0,132800.0
959227,179996,137991,,Friend,Beauty Fashion,1198100.0,1341900.0,31,31,31,2,Approved,false,1341900.0,1341900.0,143800.0
